EntityA,EntityB,Relation
Flying fox,minerals.,contains
Flying fox,protein,contains
"Forest mushroom (e.g., Boletus)",Basidiomycetes,belongs to
"Forest mushroom (e.g., Boletus)",Basidiomycota,belongs to
"Forest mushroom (e.g., Boletus)",Boletaceae,belongs to
"Forest mushroom (e.g., Boletus)",Boletales,belongs to
"Forest mushroom (e.g., Boletus)",Boletus,belongs to
"Forest mushroom (e.g., Boletus)",Fungi,belongs to
"Forest mushroom (e.g., Boletus)",Boletus is rich in protein,contains
"Forest mushroom (e.g., Boletus)",fiber,contains
"Forest mushroom (e.g., Boletus)",iron,contains
"Forest mushroom (e.g., Boletus)",maintain cardiovascular health.,contains
"Forest mushroom (e.g., Boletus)",potassium,contains
"Forest mushroom (e.g., Boletus)",vitamin D,contains
"Forest mushroom (e.g., Boletus)",which helps enhance immunity,contains
Fragrant Leaf Tree,Angiosperms,belongs to
Fragrant Leaf Tree,Fragrant Leaf Tree,belongs to
Fragrant Leaf Tree,Lauraceae,belongs to
Fragrant Leaf Tree,Laurales,belongs to
Fragrant Leaf Tree,Lindera,belongs to
Fragrant Leaf Tree,Magnoliopsida,belongs to
Fragrant Leaf Tree,Plantae,belongs to
Fragrant Leaf Tree,The seed kernel contains oil used for soap,contains
Fragrant Leaf Tree,has various economic values.,contains
Fragrant Leaf Tree,ink,contains
Fragrant Leaf Tree,it is also edible,contains
Fragrant Leaf Tree,lubricants,contains
Fragrant Leaf Tree,medical suppository ingredients,contains
Fragrant Litsea,Angiosperms,belongs to
Fragrant Litsea,Fragrant Litsea,belongs to
Fragrant Litsea,Lauraceae,belongs to
Fragrant Litsea,Laurales,belongs to
Fragrant Litsea,Litsea,belongs to
Fragrant Litsea,Magnoliopsida,belongs to
Fragrant Litsea,Plantae,belongs to
Fragrant Litsea,The fruit,contains
Fragrant Litsea,also have medicinal value.,contains
Fragrant Litsea,branches can extract aromatic oil for cosmetics,contains
Fragrant Litsea,leaves,contains
Fragrant Litsea,soap fragrances,contains
Frangipani,Angiosperms,belongs to
Frangipani,Apocynaceae,belongs to
Frangipani,Gentianales,belongs to
Frangipani,Magnoliopsida,belongs to
Frangipani,Plantae,belongs to
Frangipani,Plumeria,belongs to
Frangipani,Plumeria rubra,belongs to
Frangipani,Contains iridoids,contains
Frangipani,etc.,contains
Frangipani,flavonoids,contains
Frangipani,triterpenoids,contains
Frangipani,volatile oils,contains
Fresh Rehmannia,Angiosperms,belongs to
Fresh Rehmannia,Asterales,belongs to
Fresh Rehmannia,Dicotyledons,belongs to
Fresh Rehmannia,Plantae,belongs to
Fresh Rehmannia,Rehmannia,belongs to
Fresh Rehmannia,Scrophulariaceae,belongs to
Fresh Rehmannia,Catalpol,contains
Fresh Rehmannia,acteoside,contains
Fritillaria,Angiosperms,belongs to
Fritillaria,Asparagales,belongs to
Fritillaria,Fritillaria,belongs to
Fritillaria,Fritillaria cirrhosa,belongs to
Fritillaria,Liliaceae,belongs to
Fritillaria,Magnoliopsida,belongs to
Fritillaria,Plantae,belongs to
Fritillaria,Al,contains
Fritillaria,Alkaloids,contains
Fritillaria,Also contains a large amount of non-alkaloid components,contains
Fritillaria,Ba,contains
Fritillaria,Co,contains
Fritillaria,Cr,contains
Fritillaria,Fe,contains
Fritillaria,K,contains
Fritillaria,Mg,contains
Fritillaria,Mn,contains
Fritillaria,Ni,contains
Fritillaria,Sn,contains
Fritillaria,Sr,contains
Fritillaria,Ti,contains
Fritillaria,alcohols,contains
Fritillaria,alkanes,contains
Fritillaria,alkenes,contains
Fritillaria,etc.,contains
Fritillaria,fatty acids,contains
Fritillaria,flavonoids,contains
Fritillaria,furans,contains
Fritillaria,including saponins,contains
Fritillaria,inorganic elements such as Ca,contains
Fritillaria,ketones,contains
Fritillaria,purines,contains
Fritillaria,pyrimidines,contains
Fritillaria,saponins,contains
Fritillaria,steroidal alkaloids,contains
Fritillaria,steroids,contains
Fritillaria,sterols,contains
Fritillaria,terpenoids,contains
Fritillaria,various inorganic elements,contains
Fritillaria,volatile oils,contains
Fruit bat,Animalia,belongs to
Fruit bat,Chiroptera,belongs to
Fruit bat,Chordata,belongs to
Fruit bat,Fruit bat,belongs to
Fruit bat,Mammalia,belongs to
Fruit bat,Pteropodidae,belongs to
Fruit bat,Pteropus,belongs to
Fruit bat,Low in fat,contains
Fruit bat,contains certain vitamins,contains
Fruit bat,minerals.,contains
Fruit bat,protein,contains
Galangal,Alpinia,belongs to
Galangal,Alpinia galanga,belongs to
Galangal,Alpinia officinarum,belongs to
Galangal,Angiosperms,belongs to
Galangal,Dicotyledons,belongs to
Galangal,Liliopsida,belongs to
Galangal,Plantae,belongs to
Galangal,Zingiberaceae,belongs to
Galangal,Zingiberales,belongs to
Galangal,8-cineole,contains
Galangal,The chemical components of galangal include volatile oils,contains
Galangal,cubebene,contains
Galangal,etc.,contains
Galangal,eugenol,contains
Galangal,fatty acids,contains
Galangal,flavonoids,contains
Galangal,mainly including 1,contains
Galangal,methyl cinnamate,contains
Galangal,pinene,contains
Galangal,saponins,contains
Galangal,spicy components such as galangin,contains
Galangal,volatile oils,contains
Gallnut,Anacardiaceae,belongs to
Gallnut,Angiosperms,belongs to
Gallnut,Magnoliopsida,belongs to
Gallnut,Plantae,belongs to
Gallnut,Rhus,belongs to
Gallnut,"Rhus chinensis, Rhus potaninii, Rhus punjabensis",belongs to
Gallnut,Sapindales,belongs to
Gallnut,Tannins,contains
Gallnut,etc.,contains
Gallnut,fatty acids,contains
Gallnut,proteins,contains
Gallnut,resins,contains
Gallnut,starch,contains
Gallnut,trace elements,contains
Gallnut,volatile oils,contains
Ganoderma,Aphyllophorales,belongs to
Ganoderma,Basidiomycetes,belongs to
Ganoderma,Basidiomycota,belongs to
Ganoderma,Fungi,belongs to
Ganoderma,Ganoderma,belongs to
Ganoderma,Ganodermataceae,belongs to
Ganoderma,Polysaccharides,contains
Ganoderma,alkaloids,contains
Ganoderma,amino acids,contains
Ganoderma,etc.,contains
Ganoderma,inorganic salts,contains
Ganoderma,nucleosides,contains
Ganoderma,organic germanium,contains
Ganoderma,proteins,contains
Ganoderma,sterols,contains
Ganoderma,triterpenoids,contains
Ganoderma sinense,Agaricomycetes,belongs to
Ganoderma sinense,Basidiomycota,belongs to
Ganoderma sinense,Fungi,belongs to
Ganoderma sinense,Ganoderma,belongs to
Ganoderma sinense,Ganoderma sinense,belongs to
Ganoderma sinense,Ganodermataceae,belongs to
Ganoderma sinense,Polyporales,belongs to
Ganoderma sinense,Carbohydrates,contains
Ganoderma sinense,aliphatic compounds,contains
Ganoderma sinense,alkaloids,contains
Ganoderma sinense,aromatic compounds,contains
Ganoderma sinense,cyclic peptides,contains
Ganoderma sinense,glycosides,contains
Ganoderma sinense,heterocyclic compounds,contains
Ganoderma sinense,proteins,contains
Ganoderma sinense,steroids,contains
Ganoderma sinense,triterpenoids,contains
Gansong,Angiosperms,belongs to
Gansong,Caprifoliaceae,belongs to
Gansong,Dipsacales,belongs to
Gansong,Magnoliopsida,belongs to
Gansong,Nardostachys,belongs to
Gansong,Nardostachys jatamansi,belongs to
Gansong,Plantae,belongs to
Gansong,Iridoids,contains
Gansong,Sesquiterpenes,contains
Gansong,Triterpenes,contains
Gansong,Volatile oils,contains
Gansong,etc.,contains
Gansui,Angiosperms,belongs to
Gansui,Euphorbia,belongs to
Gansui,Euphorbiaceae,belongs to
Gansui,Gansui,belongs to
Gansui,Magnoliopsida,belongs to
Gansui,Malpighiales,belongs to
Gansui,Plantae,belongs to
Gansui,euphorbiane,contains
Gansui,ingenane diterpenoids,contains
Gansui,jatrophane diterpenoids,contains
Gansui,kansuiphorin triterpenoids,contains
Gaozhou Oil Tea,Angiosperms,belongs to
Gaozhou Oil Tea,Camellia,belongs to
Gaozhou Oil Tea,Gaozhou Oil Tea,belongs to
Gaozhou Oil Tea,Magnoliopsida,belongs to
Gaozhou Oil Tea,Parietales,belongs to
Gaozhou Oil Tea,Plantae,belongs to
Gaozhou Oil Tea,Theaceae,belongs to
Gaozhou Oil Tea,Often contains tea polyphenols,contains
Gaozhou Oil Tea,amino acids,contains
Gaozhou Oil Tea,anti-inflammatory,contains
Gaozhou Oil Tea,cardiovascular protection,contains
Gaozhou Oil Tea,etc. Helps with antioxidant,contains
Gaozhou Oil Tea,immune enhancement.,contains
Gaozhou Oil Tea,minerals,contains
Gaozhou Oil Tea,vitamins,contains
Garcinia oblongifolia,Angiosperms,belongs to
Garcinia oblongifolia,Clusiaceae,belongs to
Garcinia oblongifolia,"Garcinia (specific classification may vary for Garcinia oblongifolia, here using Garcinia as an example)",belongs to
Garcinia oblongifolia,Garcinia oblongifolia,belongs to
Garcinia oblongifolia,Magnoliopsida,belongs to
Garcinia oblongifolia,Parietales,belongs to
Garcinia oblongifolia,Plantae,belongs to
Garcinia oblongifolia,The fruit is edible,contains
Garcinia oblongifolia,juicy,contains
Garcinia oblongifolia,suitable for industrial oil use.,contains
Garcinia oblongifolia,sweet,contains
Garcinia oblongifolia,the seeds have a high oil content,contains
Garcinia oblongifolia,up to 70%,contains
Garcinia oblongifolia,with the kernel especially rich in oil,contains
Garcinia xanthochymus,Angiosperms,belongs to
Garcinia xanthochymus,Clusiaceae,belongs to
Garcinia xanthochymus,Garcinia,belongs to
Garcinia xanthochymus,Garcinia xanthochymus,belongs to
Garcinia xanthochymus,Magnoliopsida,belongs to
Garcinia xanthochymus,Parietales,belongs to
Garcinia xanthochymus,Plantae,belongs to
Garcinia xanthochymus,The ripe fruit is edible with a sour taste,contains
Garcinia xanthochymus,it may also contain other beneficial components for human health,contains
Garcinia xanthochymus,minerals.,contains
Garcinia xanthochymus,such as vitamins,contains
Garcinia xanthochymus,suitable for industrial oil use,contains
Garcinia xanthochymus,the seeds contain 17.72% oil,contains
Gardenia jasminoides,Angiosperms,belongs to
Gardenia jasminoides,Dicotyledons,belongs to
Gardenia jasminoides,Gardenia,belongs to
Gardenia jasminoides,Gardenia jasminoides,belongs to
Gardenia jasminoides,Gentianales,belongs to
Gardenia jasminoides,Plantae,belongs to
Gardenia jasminoides,Rubiaceae,belongs to
Gardenia jasminoides,Mainly contains carotenoids such as crocin,contains
Gardenia jasminoides,as well as iridoid glycosides like geniposide,contains
Gardenia jasminoides,chlorogenic acid.,contains
Gardenia jasminoides,crocetin,contains
Gardenia jasminoides,flavonoids,contains
Garland Chrysanthemum,Angiosperms,belongs to
Garland Chrysanthemum,Asteraceae,belongs to
Garland Chrysanthemum,Asterales,belongs to
Garland Chrysanthemum,Garland Chrysanthemum,belongs to
Garland Chrysanthemum,Magnoliopsida,belongs to
Garland Chrysanthemum,Plantae,belongs to
Garland Chrysanthemum,Rich in vitamin A,contains
Garland Chrysanthemum,calcium,contains
Garland Chrysanthemum,fiber.,contains
Garland Chrysanthemum,vitamin C,contains
Garlic,Allium,belongs to
Garlic,Allium sativum,belongs to
Garlic,Angiosperms,belongs to
Garlic,Asparagales,belongs to
Garlic,Liliaceae,belongs to
Garlic,Monocotyledon,belongs to
Garlic,Plantae,belongs to
Garlic,Fiber.,contains
Garlic,Manganese,contains
Garlic,Rich in Vitamin C,contains
Garlic,Selenium,contains
Gastrodia elata,Angiosperms,belongs to
Gastrodia elata,Asparagales,belongs to
Gastrodia elata,Gastrodia,belongs to
Gastrodia elata,Gastrodia elata,belongs to
Gastrodia elata,Magnoliopsida,belongs to
Gastrodia elata,Orchidaceae,belongs to
Gastrodia elata,Plantae,belongs to
Gastrodia elata,Tracheophyta,belongs to
Gastrodia elata,Contains gastrodin,contains
Gastrodia elata,Phenolic compounds,contains
Gastrodia elata,amino acids,contains
Gastrodia elata,etc.,contains
Gastrodia elata,organic acids,contains
Gastrodia elata,other compounds,contains
Gastrodia elata,providing comprehensive nourishment for the body.,contains
Gastrodia elata,rich polysaccharides,contains
Gastrodia elata,steroids,contains
Gastrodia elata,their esters,contains
Gastrodia elata,their glycosides,contains
Gastrodia elata,trace elements,contains
Gastrodia elata,various natural active ingredients,contains
Gayal,Animalia,belongs to
Gayal,Artiodactyla,belongs to
Gayal,Bos,belongs to
Gayal,Bovidae,belongs to
Gayal,Chordata,belongs to
Gayal,Gayal,belongs to
Gayal,Mammalia,belongs to
Gayal,B complex,contains
Gayal,Beef is a source of high-quality protein,contains
Gayal,D. It contains abundant mineral elements like calcium,contains
Gayal,blood production. Beef also contains a rich array of amino acids,contains
Gayal,contains unsaturated fatty acids beneficial to human health. It is rich in vitamins such as Vitamin A,contains
Gayal,iron,contains
Gayal,phosphorus,contains
Gayal,which aid in bone health,contains
Gayal,which are essential nutrients for the human body.,contains
Gayal,with a protein content typically exceeding 20%. Beef has a moderate fat content,contains
Gecko,Animalia,belongs to
Gecko,Chordata,belongs to
Gecko,Gekko,belongs to
Gecko,Gekko gecko,belongs to
Gecko,Gekkonidae,belongs to
Gecko,Reptilia,belongs to
Gecko,Squamata,belongs to
Gecko,Including protein,contains
Gecko,amino acids,contains
Gecko,fatty acids,contains
Gecko,other specific bioactive substances,contains
Gecko,phospholipids,contains
Gecko,trace elements,contains
Gelsemium,Angiosperms,belongs to
Gelsemium,Dicotyledons,belongs to
Gelsemium,Gelsemium,belongs to
Gelsemium,Gelsemium elegans,belongs to
Gelsemium,Gentianales,belongs to
Gelsemium,Plantae,belongs to
Gelsemium,Rubiaceae,belongs to
Gelsemium,Gelsemium contains alkaloids such as gelsemine,contains
Gelsemium,detoxifying,contains
Gelsemium,gelseminine,contains
Gelsemium,reducing swelling,contains
Gelsemium,relieving pain.,contains
Gelsemium,which have the effects of clearing heat,contains
Gentian,Angiosperms,belongs to
Gentian,Dicotyledons,belongs to
Gentian,Gentian,belongs to
Gentian,Gentiana,belongs to
Gentian,Gentianaceae,belongs to
Gentian,Gentianales,belongs to
Gentian,Plantae,belongs to
Gentian,Gentian contains bioactive components such as gentiopicroside,contains
Gentian,drying dampness,contains
Gentian,gallbladder fire.,contains
Gentian,gentianine,contains
Gentian,purging liver,contains
Gentian,which have the effects of clearing heat,contains
Gerbera,Angiosperms,belongs to
Gerbera,Asteraceae,belongs to
Gerbera,Asterales,belongs to
Gerbera,Gerbera,belongs to
Gerbera,Magnoliopsida,belongs to
Gerbera,Plantae,belongs to
Gerbera,Acetophenones,contains
Gerbera,Coumarins,contains
Gerbera,Flavonoids,contains
Gerbera,Glycosides,contains
Gerbera,Sterols,contains
Gerbera,Terpenes,contains
Ghost shrimp,Animalia,belongs to
Ghost shrimp,Arthropoda,belongs to
Ghost shrimp,Decapoda,belongs to
Ghost shrimp,Malacostraca,belongs to
Ghost shrimp,Palaemonetes,belongs to
Ghost shrimp,Palaemonetes paludosus,belongs to
Ghost shrimp,Palaemonidae,belongs to
Ghost shrimp,B1,contains
Ghost shrimp,B2,contains
Ghost shrimp,E,contains
Ghost shrimp,Rich in protein,contains
Ghost shrimp,but also contains abundant taurine,contains
Ghost shrimp,iodine,contains
Ghost shrimp,magnesium,contains
Ghost shrimp,niacin.,contains
Ghost shrimp,phosphorus. It also contains vitamins A,contains
Ghost shrimp,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Ghost shrimp,with high cholesterol content,contains
Giant Freshwater Prawn,Animalia,belongs to
Giant Freshwater Prawn,Arthropoda,belongs to
Giant Freshwater Prawn,Decapoda,belongs to
Giant Freshwater Prawn,Giant Freshwater Prawn,belongs to
Giant Freshwater Prawn,Macrobrachium,belongs to
Giant Freshwater Prawn,Malacostraca,belongs to
Giant Freshwater Prawn,Palaemonidae,belongs to
Giant Freshwater Prawn,B1,contains
Giant Freshwater Prawn,B2,contains
Giant Freshwater Prawn,E,contains
Giant Freshwater Prawn,Rich in protein,contains
Giant Freshwater Prawn,but also contains abundant taurine,contains
Giant Freshwater Prawn,iodine,contains
Giant Freshwater Prawn,magnesium,contains
Giant Freshwater Prawn,niacin.,contains
Giant Freshwater Prawn,phosphorus. It also contains vitamins A,contains
Giant Freshwater Prawn,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Giant Freshwater Prawn,with high cholesterol content,contains
Giant water bug,Animalia,belongs to
Giant water bug,Arthropoda,belongs to
Giant water bug,Belostomatidae,belongs to
Giant water bug,Hemiptera,belongs to
Giant water bug,Insecta,belongs to
Giant water bug,Lethocerus,belongs to
Giant water bug,Lethocerus americanus,belongs to
Giant water bug,Rich in protein,contains
Giant water bug,minerals.,contains
Giant water bug,vitamins,contains
Ginger,Angiosperms,belongs to
Ginger,Magnoliopsida,belongs to
Ginger,Monocotyledon,belongs to
Ginger,Plantae,belongs to
Ginger,Zingiber,belongs to
Ginger,Zingiber officinale,belongs to
Ginger,Zingiberaceae,belongs to
Ginger,Zingiberales,belongs to
Ginger,Protein,contains
Ginger,as well as physiological active substances such as gingerol,contains
Ginger,polysaccharides,contains
Ginger,shogaol.,contains
Ginger,various trace elements,contains
Ginger,vitamins,contains
Ginger Juice,Angiosperms,belongs to
Ginger Juice,Monocotyledon,belongs to
Ginger Juice,Plantae,belongs to
Ginger Juice,Zingiber,belongs to
Ginger Juice,Zingiber officinale,belongs to
Ginger Juice,Zingiberaceae,belongs to
Ginger Juice,Zingiberales,belongs to
Ginger Juice,Ginger juice contains gingerol,contains
Ginger Juice,antioxidants.,contains
Ginger Juice,gingerol,contains
Ginger Juice,minerals,contains
Ginger Juice,vitamin C,contains
Ginger Juice,zingiberene,contains
Ginkgo,Ginkgo,belongs to
Ginkgo,Ginkgo biloba,belongs to
Ginkgo,Ginkgoaceae,belongs to
Ginkgo,Ginkgoales,belongs to
Ginkgo,Gymnosperms,belongs to
Ginkgo,Pinopsida,belongs to
Ginkgo,Plantae,belongs to
Ginkgo,Spermatophyta,belongs to
Ginkgo,8 kinds of amino acids.,contains
Ginkgo,Carbohydrates 72.6g,contains
Ginkgo,Carotene,contains
Ginkgo,Fat 1.3g,contains
Ginkgo,Ginkgo kernels contain various nutrients,contains
Ginkgo,Protein 13.2g,contains
Ginkgo,Riboflavin,contains
Ginkgo,as well as vitamin C,contains
Ginkgo,bilobol,contains
Ginkgo,calcium,contains
Ginkgo,carotene,contains
Ginkgo,contains Vitamin C,contains
Ginkgo,fat,contains
Ginkgo,including starch,contains
Ginkgo,iron,contains
Ginkgo,is often used in health care.,contains
Ginkgo,magnesium,contains
Ginkgo,pentosan polysaccharides,contains
Ginkgo,phosphorus,contains
Ginkgo,potassium,contains
Ginkgo,protein,contains
Ginkgo,riboflavin,contains
Ginkgo,selenium,contains
Ginkgo,sterols. The seeds of ginkgo can be used to extract ginkgo oil,contains
Ginkgo,sugars,contains
Ginkgo,trace elements such as calcium,contains
Ginkgo,trace elements. They also contain ginkgolic acid,contains
Ginkgo,which has certain medicinal value,contains
Ginkgo Nut,Angiosperms,belongs to
Ginkgo Nut,Magnoliopsida,belongs to
Ginkgo Nut,Plantae,belongs to
Ginkgo Nut,Rich in active ingredients such as ginkgolides,contains
Ginkgo Nut,as well as a certain amount of proteins,contains
Ginkgo Nut,fats,contains
Ginkgo Nut,flavonoids,contains
Ginkgo Nut,minerals.,contains
Ginkgo nut,Angiosperms,belongs to
Ginkgo nut,Ginkgo,belongs to
Ginkgo nut,Ginkgo biloba,belongs to
Ginkgo nut,Ginkgoaceae,belongs to
Ginkgo nut,Ginkgoales,belongs to
Ginkgo nut,Pinopsida,belongs to
Ginkgo nut,Plantae,belongs to
Ginkgo nut,carotene,contains
Ginkgo nut,etc.,contains
Ginkgo nut,flavonoids,contains
Ginkgo nut,polysaccharides,contains
Ginkgo nut,protein,contains
Ginkgo nut,riboflavin,contains
Ginkgo nut,vitamin C,contains
Ginseng Flower,Angiosperms,belongs to
Ginseng Flower,Apiales,belongs to
Ginseng Flower,Araliaceae,belongs to
Ginseng Flower,Dicotyledons,belongs to
Ginseng Flower,Ginseng,belongs to
Ginseng Flower,Panax,belongs to
Ginseng Flower,Plantae,belongs to
Ginseng Flower,Ginsenosides,contains
Ginseng Flower,etc.,contains
Ginseng Flower,flavonoids,contains
Ginseng Flower,polysaccharides,contains
Ginseng Flower,volatile oils,contains
Gleditsia spine,Angiosperms,belongs to
Gleditsia spine,Dicotyledons,belongs to
Gleditsia spine,Fabaceae,belongs to
Gleditsia spine,Gleditsia,belongs to
Gleditsia spine,Gleditsia sinensis,belongs to
Gleditsia spine,Plantae,belongs to
Gleditsia spine,Rosales,belongs to
Gleditsia spine,Flavonoid glycosides,contains
Gleditsia spine,amino acids,contains
Gleditsia spine,phenols,contains
Goji Berry,Angiosperms,belongs to
Goji Berry,Asterales,belongs to
Goji Berry,Dicotyledons,belongs to
Goji Berry,Goji Berry,belongs to
Goji Berry,Lycium,belongs to
Goji Berry,Magnoliopsida,belongs to
Goji Berry,Plantae,belongs to
Goji Berry,Solanaceae,belongs to
Goji Berry,Solanales,belongs to
Goji Berry,Contains betaine,contains
Goji Berry,Goji berries are rich in antioxidants such as β-carotene,contains
Goji Berry,atropine,contains
Goji Berry,flavonoids.,contains
Goji Berry,hyoscyamine.,contains
Goji Berry,selenium,contains
Goji Berry,vitamin C,contains
Goji Berry,vitamin E,contains
Goji Berry Pollen,Angiosperms,belongs to
Goji Berry Pollen,Dicotyledons,belongs to
Goji Berry Pollen,Goji Berry,belongs to
Goji Berry Pollen,Lycium,belongs to
Goji Berry Pollen,Plantae,belongs to
Goji Berry Pollen,Solanaceae,belongs to
Goji Berry Pollen,Solanales,belongs to
Goji Berry Pollen,Contains abundant vitamin C,contains
Goji Berry Pollen,improving eyesight,contains
Goji Berry Pollen,nourishing yin,contains
Goji Berry Pollen,tonifying the kidneys.,contains
Goji Berry Pollen,with the effects of nourishing the liver,contains
Goji Berry Pollen,β-carotene,contains
Goji leaves,Angiosperms,belongs to
Goji leaves,Goji Berry,belongs to
Goji leaves,Magnoliopsida,belongs to
Goji leaves,Plantae,belongs to
Goji leaves,Solanaceae,belongs to
Goji leaves,Solanales,belongs to
Goji leaves,Rich in vitamin C,contains
Goji leaves,fiber,contains
Goji leaves,iron,contains
Goji leaves,potassium.,contains
Golden Apple Snail,Ampullariidae,belongs to
Golden Apple Snail,Animalia,belongs to
Golden Apple Snail,Gastropoda,belongs to
Golden Apple Snail,Golden Apple Snail,belongs to
Golden Apple Snail,Mesogastropoda,belongs to
Golden Apple Snail,Mollusca,belongs to
Golden Apple Snail,Pomacea,belongs to
Golden Apple Snail,B vitamins including vitamin B1,contains
Golden Apple Snail,Snail meat is high in protein,contains
Golden Apple Snail,containing various essential amino acids for the human body,contains
Golden Apple Snail,contains various vitamins such as vitamin A,contains
Golden Apple Snail,crude ash.,contains
Golden Apple Snail,including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium,contains
Golden Apple Snail,iron,contains
Golden Apple Snail,niacin. It also includes carbohydrates,contains
Golden Apple Snail,phosphorus,contains
Golden Apple Snail,vitamin B2,contains
Golden Apple Snail,vitamin E,contains
Golden Apple Snail,zinc,contains
Golden Bell Fruit,Angiosperms,belongs to
Golden Bell Fruit,Dicotyledons,belongs to
Golden Bell Fruit,Golden Bell Fruit,belongs to
Golden Bell Fruit,Plantae,belongs to
Golden Bell Fruit,Sapindaceae,belongs to
Golden Bell Fruit,Sapindales,belongs to
Golden Bell Fruit,Sapindus,belongs to
Golden Bell Fruit,Contains protein,contains
Golden Bell Fruit,as well as various fructose,contains
Golden Bell Fruit,calcium,contains
Golden Bell Fruit,crude fiber,contains
Golden Bell Fruit,fat,contains
Golden Bell Fruit,iron,contains
Golden Bell Fruit,organic acids.,contains
Golden Bell Fruit,other minerals,contains
Golden Bell Fruit,phosphorus,contains
Golden Bell Fruit,saponins,contains
Golden Bell Fruit,small molecule peptides,contains
Golden Bell Fruit,small molecule polysaccharides,contains
Golden Bell Fruit,vitamin A,contains
Golden Bell Fruit,vitamin C,contains
Golden Buckwheat,Angiosperms,belongs to
Golden Buckwheat,Caryophyllales,belongs to
Golden Buckwheat,Fagopyrum,belongs to
Golden Buckwheat,Golden Buckwheat,belongs to
Golden Buckwheat,Magnoliopsida,belongs to
Golden Buckwheat,Plantae,belongs to
Golden Buckwheat,Polygonaceae,belongs to
Golden Buckwheat,fat,contains
Golden Buckwheat,flavonoids,contains
Golden Buckwheat,protein,contains
Golden Buckwheat,vitamins,contains
Golden Camellia,Angiosperms,belongs to
Golden Camellia,Camellia,belongs to
Golden Camellia,Camellia nitidissima,belongs to
Golden Camellia,Magnoliopsida,belongs to
Golden Camellia,Plantae,belongs to
Golden Camellia,Theaceae,belongs to
Golden Camellia,Theales,belongs to
Golden Camellia,Contains various amino acids,contains
Golden Camellia,more.,contains
Golden Camellia,tea polyphenols,contains
Golden Camellia,trace elements,contains
Golden Camellia,vitamins,contains
Golden larch nuts,Angiosperms,belongs to
Golden larch nuts,Magnoliopsida,belongs to
Golden larch nuts,Pinaceae,belongs to
Golden larch nuts,Pinales,belongs to
Golden larch nuts,Plantae,belongs to
Golden larch nuts,Pseudolarix,belongs to
Golden larch nuts,Pseudolarix amabilis,belongs to
Golden larch nuts,Similar to the above pine nuts,contains
Golden larch nuts,but may vary slightly due to variety,contains
Golden larch nuts,etc.,contains
Golden larch nuts,growing environment. Rich in oils,contains
Golden larch nuts,minerals,contains
Golden larch nuts,proteins,contains
Golden larch nuts,vitamins,contains
Golden-lined frog,Amphibia,belongs to
Golden-lined frog,Animalia,belongs to
Golden-lined frog,Anura,belongs to
Golden-lined frog,Chordata,belongs to
Golden-lined frog,Golden-lined frog,belongs to
Golden-lined frog,Pond frog genus,belongs to
Golden-lined frog,Ranidae,belongs to
Golden-lined frog,Contains high-quality protein,contains
Golden-lined frog,as well as rich trace elements. The nutritional components in its muscles are abundant,contains
Golden-lined frog,essential amino acids,contains
Golden-lined frog,fat,contains
Golden-lined frog,including protein,contains
Golden-lined frog,minerals.,contains
Golden-lined frog,vitamins,contains
Gouercha,Angiosperms,belongs to
Gouercha,Berchemia,belongs to
Gouercha,Gouercha,belongs to
Gouercha,Magnoliopsida,belongs to
Gouercha,Plantae,belongs to
Gouercha,Rhamnaceae,belongs to
Gouercha,Rhamnales,belongs to
Gouercha,The roots,contains
Gouercha,abscesses. Additionally,contains
Gouercha,acute,contains
Gouercha,branches can be used to make nose rings for cattle.,contains
Gouercha,chronic bronchitis,contains
Gouercha,dysentery,contains
Gouercha,dysmenorrhea,contains
Gouercha,fractures,contains
Gouercha,jaundice,contains
Gouercha,or leaves can be used medicinally. They have effects such as dispelling wind,contains
Gouercha,phlegm. They are mainly used to treat rheumatic joint pain,contains
Gouercha,postpartum abdominal pain,contains
Gouercha,promoting blood circulation,contains
Gouercha,promoting diuresis,contains
Gouercha,relieving cough,contains
Gouercha,relieving pain,contains
Gouercha,stems,contains
Gouercha,traumatic injuries,contains
Gouercha,tuberculosis,contains
Gouercha,young leaves can be used as a tea substitute,contains
Gourd Leaves,Angiosperms,belongs to
Gourd Leaves,Cucurbitaceae,belongs to
Gourd Leaves,Dicotyledons,belongs to
Gourd Leaves,Gourd,belongs to
Gourd Leaves,Lagenaria,belongs to
Gourd Leaves,Plantae,belongs to
Gourd Leaves,Violales,belongs to
Gourd Leaves,Gourd leaves contain various vitamins,contains
Gourd Leaves,detoxifying,contains
Gourd Leaves,dietary fiber,contains
Gourd Leaves,have the effects of clearing heat,contains
Gourd Leaves,minerals,contains
Gourd Leaves,promoting urination,contains
Gourd Leaves,reducing swelling.,contains
Grapefruit,Angiosperms,belongs to
Grapefruit,Citrus,belongs to
Grapefruit,Dicotyledons,belongs to
Grapefruit,Grapefruit,belongs to
Grapefruit,Plantae,belongs to
Grapefruit,Rutaceae,belongs to
Grapefruit,Sapindales,belongs to
Grapefruit,No specific nutritional information available.,contains
Grass Turtle,Animalia,belongs to
Grass Turtle,Chordata,belongs to
Grass Turtle,Emydidae,belongs to
Grass Turtle,Grass Turtle,belongs to
