EntityA,EntityB,Relation
Kumquat,Rich in vitamin C,contains
Kumquat,antioxidants,contains
Kumquat,ascorbic acid,contains
Kumquat,cellulose.,contains
Kumquat,dietary fiber,contains
Kumquat,flavonoids,contains
Kumquat,lysine,contains
Kumquat,natural keratin,contains
Kumquat,protein,contains
Large Calyx Camellia,Rich in tea polyphenols,contains
Large Calyx Camellia,amino acids,contains
Large Calyx Camellia,anti-inflammatory,contains
Large Calyx Camellia,catechins,contains
Large Calyx Camellia,etc. It has antioxidant,contains
Large Calyx Camellia,lipid-lowering effects.,contains
Large Calyx Camellia,vitamins,contains
Large-flowered Wormwood,Contains volatile oils,contains
Large-flowered Wormwood,alkaloids,contains
Large-flowered Wormwood,cellulose for livestock feed.,contains
Large-flowered Wormwood,mainly lactone substances. Also contains crude protein,contains
Lavender,1,contains
Lavender,8-Cineole,contains
Lavender,B-Ocimene,contains
Lavender,Camphor,contains
Lavender,Linalool,contains
Lavender,Linalyl acetate,contains
Lavender,Terpinen-4-ol,contains
Lavender,etc.,contains
Lemon,Vitamin C,contains
Lemon,calcium,contains
Lemon,citric acid,contains
Lemon,coumarin,contains
Lemon,etc.,contains
Lemon,hesperidin,contains
Lemon,high potassium content,contains
Lemon,iron,contains
Lemon,low sodium content,contains
Lemon,malic acid,contains
Lemon,naringin,contains
Lemon,niacin,contains
Lemon,phosphorus,contains
Lemon,quinic acid,contains
Lemon,sugars,contains
Lemon,vitamin B1,contains
Lemon,vitamin B2,contains
Lemon balm tea,Lemon balm leaves contain volatile components such as citral,contains
Lemon balm tea,anti-anxiety effects.,contains
Lemon balm tea,as well as various vitamins,contains
Lemon balm tea,geraniol,contains
Lemon balm tea,menthol,contains
Lemon balm tea,minerals,contains
Lemon balm tea,with calming,contains
Lemon leaf tea,Lemon leaves contain lemon oil,contains
Lemon leaf tea,as well as bioactive substances such as limonin,contains
Lemon leaf tea,calcium,contains
Lemon leaf tea,flavonoids.,contains
Lemon leaf tea,iron,contains
Lemon leaf tea,other minerals,contains
Lemon leaf tea,phosphorus,contains
Lemon leaf tea,rich in vitamin C,contains
Lemon leaf tea,vitamin P,contains
Lemongrass,Proteins,contains
Lemongrass,Stems,contains
Lemongrass,carbohydrates,contains
Lemongrass,edible,contains
Lemongrass,etc.,contains
Lemongrass,fats,contains
Lemongrass,leaves are raw materials for making tea,contains
Lemongrass,leaves extract lemon essential oil,contains
Lemongrass,magnesium,contains
Lemongrass,potassium,contains
Lemongrass,saturated fatty acids,contains
Lemongrass,soaps,contains
Lemongrass,sodium,contains
Lemongrass,used for making perfumes,contains
Lemongrass,vitamins,contains
Lemongrass,young stems,contains
Lentil,B vitamins,contains
Lentil,Rich in protein,contains
Lentil,fiber,contains
Lentil,potassium.,contains
Leopard,Includes rich vitamin C,contains
Leopard,antioxidants,contains
Leopard,calcium.,contains
Leopard,dietary fiber,contains
Leopard,natural sugars,contains
Leopard,some minerals such as potassium,contains
Lettuce,Calcium.,contains
Lettuce,Contains abundant fiber,contains
Lettuce,Fiber.,contains
Lettuce,Potassium,contains
Lettuce,Rich in Vitamin A,contains
Lettuce,Rich in Vitamin C,contains
Lettuce,Rich in fiber,contains
Lettuce,Rich in vitamin A,contains
Lettuce,Vitamin A,contains
Lettuce,Vitamin K,contains
Lettuce,calcium,contains
Lettuce,fiber.,contains
Lettuce,potassium.,contains
Lettuce,vitamin A,contains
Lettuce,vitamin C,contains
Licorice,Ca,contains
Licorice,Cr,contains
Licorice,Cu,contains
Licorice,Fe,contains
Licorice,Mn,contains
Licorice,Ni,contains
Licorice,Sr,contains
Licorice,Triterpenoids,contains
Licorice,amino acids,contains
Licorice,coumarins,contains
Licorice,elements such as Zn,contains
Licorice,etc. The pharmacopoeia stipulates that the glycyrrhizic acid content in licorice should not be less than 2.0%.,contains
Licorice,flavonoids also contain alkaloids,contains
Licorice,polysaccharides,contains
Ligusticum,Rich in volatile oils,contains
Ligusticum,etc.,contains
Ligusticum,niacin,contains
Ligusticum,polysaccharides,contains
Ligusticum,sucrose,contains
Ligustrum,4-hydroxy-β-phenylethyl-β-D-glucoside,contains
Ligustrum,Ligustroside,contains
Ligustrum,betulin,contains
Ligustrum,etc.,contains
Ligustrum,oleanolic acid,contains
Ligustrum,oleuropein,contains
Lily,Alkaloids,contains
Lily,B2,contains
Lily,C,contains
Lily,Rich in starch,contains
Lily,Starch,contains
Lily,amino acids,contains
Lily,calcium,contains
Lily,carotene,contains
Lily,etc.,contains
Lily,fat,contains
Lily,flavonoids,contains
Lily,iron,contains
Lily,other alkaloids.,contains
Lily,other nutrients. It also contains some special nutritional components,contains
Lily,pantothenic acid,contains
Lily,phospholipids,contains
Lily,phosphorus,contains
Lily,polysaccharides,contains
Lily,protein,contains
Lily,proteins,contains
Lily,starch,contains
Lily,such as colchicine,contains
Lily,trace elements,contains
Lily,various vitamins. Its bulb can be eaten or used as medicine.,contains
Lily,vitamins,contains
Lily,vitamins B1,contains
Lily pollen,Rich in proteins,contains
Lily pollen,calming the mind,contains
Lily pollen,flavonoids,contains
Lily pollen,moistening the lungs,contains
Lily pollen,soothing the spirit.,contains
Lily pollen,with effects of clearing heat,contains
Lingxiangcao,Volatile oils,contains
Lingxiangcao,alkaloids,contains
Lingxiangcao,etc.,contains
Lingxiangcao,flavonoids,contains
Lingxiangcao,triterpenoids,contains
Lithospermum,Lithospermum is rich in shikonin,contains
Lithospermum,Shikonin,contains
Lithospermum,acetylshikonin,contains
Lithospermum,detoxifying,contains
Lithospermum,etc.,contains
Lithospermum,other compounds,contains
Lithospermum,promoting blood circulation to remove stasis.,contains
Lithospermum,which have the effects of clearing heat,contains
Lithospermum,β,contains
Lithospermum,β'-dimethylacrylshikonin,contains
Lithospermum,β-carotene,contains
Lithospermum,β-hydroxyisovalerylshikonin,contains
Litsea,The fruit contains essential oil. According to Sichuan data,contains
Litsea,dried fruit contains 2-6% essential oil,contains
Litsea,fresh fruit contains 3-4%,contains
Litsea,with various uses.,contains
Liuguo Tea,Contains tea polyphenols,contains
Liuguo Tea,amino acids,contains
Liuguo Tea,blood pressure-lowering effects.,contains
Liuguo Tea,caffeine,contains
Liuguo Tea,digestive,contains
Liuguo Tea,etc. Has antioxidant,contains
Liuguo Tea,minerals,contains
Liuguo Tea,refreshing,contains
Lizard,Rich in protein,contains
Lizard,minerals,contains
Lizard,vitamins,contains
Loach,Cholesterol: 136mg,contains
Loach,Fat: 3.9g,contains
Loach,Protein: 20.8g,contains
Loach,Selenium: 33.6μg,contains
Loach,Sodium: 57.8mg,contains
Long-haired Red Camellia,Contains tea polyphenols,contains
Long-haired Red Camellia,amino acids,contains
Long-haired Red Camellia,blood pressure-lowering effects.,contains
Long-haired Red Camellia,caffeine,contains
Long-haired Red Camellia,digestive,contains
Long-haired Red Camellia,etc. It has antioxidant,contains
Long-haired Red Camellia,minerals,contains
Long-haired Red Camellia,refreshing,contains
Long-haired Red Camellia,vitamin C,contains
Long-tailed Hair Camellia,Contains various amino acids,contains
Long-tailed Hair Camellia,anti-inflammatory,contains
Long-tailed Hair Camellia,cardiovascular health protection.,contains
Long-tailed Hair Camellia,immune-boosting,contains
Long-tailed Hair Camellia,minerals. Helps with antioxidant,contains
Long-tailed Hair Camellia,tea polyphenols,contains
Long-tailed Hair Camellia,vitamins,contains
Long-tipped Camellia,Contains various amino acids,contains
Long-tipped Camellia,anti-inflammatory,contains
Long-tipped Camellia,cardiovascular health protection.,contains
Long-tipped Camellia,immune-boosting,contains
Long-tipped Camellia,minerals. Helps with antioxidant,contains
Long-tipped Camellia,tea polyphenols,contains
Long-tipped Camellia,vitamins,contains
Longan,B2,contains
Longan,Rich in glucose,contains
Longan,calcium,contains
Longan,etc.,contains
Longan,fructose,contains
Longan,iron,contains
Longan,phosphorus,contains
Longan,vitamin B1,contains
Longan,vitamin C,contains
Longan Pollen,Rich in various vitamins,contains
Longan Pollen,enhancing immunity.,contains
Longan Pollen,minerals,contains
Longan Pollen,with effects of nourishing blood,contains
Longhorn beetle larva,Longhorn beetle larvae are high in protein,contains
Longhorn beetle larva,fat,contains
Longhorn beetle larva,have high nutritional value.,contains
Longhorn beetle larva,with a high water content,contains
Longshecao,Volatile oils,contains
Longshecao,cyclohexenones,contains
Lophatherum gracile,Flavonoids,contains
Lophatherum gracile,active polysaccharides,contains
Lophatherum gracile,amino acids,contains
Lophatherum gracile,calcium,contains
Lophatherum gracile,germanium,contains
Lophatherum gracile,iodine,contains
Lophatherum gracile,iron,contains
Lophatherum gracile,phenolic acids,contains
Lophatherum gracile,selenium,contains
Lophatherum gracile,vitamins,contains
Lophatherum gracile,zinc,contains
Loquat Juice,C,contains
Loquat Juice,Loquat juice contains vitamin A,contains
Loquat Juice,antioxidants,contains
Loquat Juice,dietary fiber,contains
Loquat Juice,has the effect of moistening the lungs,contains
Loquat Juice,potassium,contains
Loquat Juice,relieving cough.,contains
Loranthus,Avicularin,contains
Loranthus,Loranthoside,contains
Loranthus,Quercetin,contains
Loranthus,Quercitrin,contains
Loranthus,a small amount of Dextrocatechol,contains
Loranthus tea,Loranthus contains flavonoids,contains
Loranthus tea,amino acids,contains
Loranthus tea,antioxidant properties.,contains
Loranthus tea,including nourishing,contains
Loranthus tea,minerals,contains
Loranthus tea,offering various medicinal values,contains
Loranthus tea,phenols,contains
Loranthus tea,vitamins,contains
Lotus Root,Rich in fiber,contains
Lotus Root,iron.,contains
Lotus Root,potassium,contains
Lotus Root,vitamin C,contains
Lotus Seed,Rich in starch,contains
Lotus Seed,especially B vitamins,contains
Lotus Seed,fats,contains
Lotus Seed,iron.,contains
Lotus Seed,minerals,contains
Lotus Seed,minerals such as calcium,contains
Lotus Seed,phosphorus,contains
Lotus Seed,proteins,contains
Lotus fruit,Lotus fruit (lotus seed) is rich in starch,contains
Lotus fruit,etc.,contains
Lotus fruit,flavonoids,contains
Lotus fruit,phospholipid alkaloids,contains
Lotus fruit,protein,contains
Lotus fruit,various vitamins,contains
Lotus root,Rich in starch,contains
Lotus root,protein,contains
Lotus root,various minerals. It is a common root vegetable.,contains
Lotus root,vitamins,contains
Lotus seed,Carbohydrates,contains
Lotus seed,etc.,contains
Lotus seed,fats,contains
Lotus seed,minerals,contains
Lotus seed,proteins,contains
Lotus seed,vitamins,contains
Luffa juice,B vitamins,contains
Luffa juice,Luffa juice contains vitamin C,contains
Luffa juice,detoxifying,contains
Luffa juice,dietary fiber,contains
Luffa juice,diuresis,contains
Luffa juice,has the effects of clearing heat,contains
Luffa juice,magnesium,contains
Luffa juice,minerals (such as calcium,contains
Luffa juice,phosphorus),contains
Luffa juice,reducing swelling.,contains
Luhua chicken,Rich in fats,contains
Luhua chicken,Vitamin B2,contains
Luhua chicken,Vitamin E. Contains minerals like iron,contains
Luhua chicken,etc.),contains
Luhua chicken,niacin,contains
Luhua chicken,phosphorus,contains
Luhua chicken,potassium,contains
Luhua chicken,proteins. Contains various vitamins such as Vitamin B group (including Vitamin B1,contains
Luhua chicken,selenium.,contains
Luhua chicken,zinc,contains
Lurongcao,Amino acids,contains
Lurongcao,Fatty acids,contains
Lurongcao,Hormones,contains
Lurongcao,Phospholipids,contains
Lurongcao,Proteins,contains
Lurongcao,Various trace elements,contains
Lychee Blossom Powder,Rich in vitamin C,contains
Lychee Blossom Powder,blood.,contains
Lychee Blossom Powder,glucose,contains
Lychee Blossom Powder,it has the effects of strengthening the spleen,contains
Lychee Blossom Powder,replenishing qi,contains
Lychee Blossom Powder,stimulating appetite,contains
Lychee Fruit,Lychees are rich in nutrients such as sugar,contains
Lychee Fruit,fat,contains
Lychee Fruit,minerals.,contains
Lychee Fruit,niacin,contains
Lychee Fruit,pectin,contains
Lychee Fruit,protein,contains
Lychee Fruit,vitamin C,contains
Lycopodium clavatum,Alkaloids,contains
Lycopodium clavatum,triterpenoids,contains
Lycopodium clavatum,volatile oils,contains
Lycopsis arvensis,The seeds are rich in oil,contains
Lycopsis arvensis,which can be extracted for edible purposes.,contains
Lygodium japonicum,Caffeic acid,contains
Lygodium japonicum,Coumaric acid,contains
Lygodium japonicum,Fatty oil,contains
Lygodium japonicum,Homoserine,contains
Lygodium japonicum,Vine contains amino acids,contains
Lygodium japonicum,flavonoid glycosides,contains
Lygodium japonicum,phenols,contains
Lygodium japonicum,sugars,contains
Lynx,Contains proteins,contains
Lynx,fats,contains
Lynx,minerals commonly found in other types of meat.,contains
Lynx,vitamins,contains
Lysimachia,Lysimachia contains flavonoids,contains
Lysimachia,amino acids,contains
Lysimachia,detoxifying,contains
Lysimachia,other compounds,contains
Lysimachia,phenols,contains
Lysimachia,promoting diuresis.,contains
Lysimachia,which have the effects of clearing heat,contains
Macadamia nut,Rich in oils,contains
Macadamia nut,Rich in oils (especially monounsaturated fatty acids),contains
Macadamia nut,minerals,contains
Macadamia nut,protein,contains
Macadamia nut,vitamin E.,contains
Macrobrachium nipponense,B1,contains
Macrobrachium nipponense,B2,contains
Macrobrachium nipponense,E,contains
Macrobrachium nipponense,Rich in protein,contains
Macrobrachium nipponense,but also contains abundant taurine,contains
Macrobrachium nipponense,iodine,contains
Macrobrachium nipponense,magnesium,contains
Macrobrachium nipponense,niacin.,contains
Macrobrachium nipponense,phosphorus. It also contains vitamins A,contains
Macrobrachium nipponense,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Macrobrachium nipponense,with high cholesterol content,contains
Macrobrachium rosenbergii,B1,contains
Macrobrachium rosenbergii,B2,contains
Macrobrachium rosenbergii,E,contains
Macrobrachium rosenbergii,Rich in protein,contains
Macrobrachium rosenbergii,but also contains abundant taurine,contains
Macrobrachium rosenbergii,iodine,contains
Macrobrachium rosenbergii,magnesium,contains
Macrobrachium rosenbergii,niacin.,contains
Macrobrachium rosenbergii,phosphorus. It also contains vitamins A,contains
Macrobrachium rosenbergii,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Macrobrachium rosenbergii,with high cholesterol content,contains
Magnolia,Main components include eugenol,contains
Magnolia,Volatile oils,contains
Magnolia,amino acids,contains
Magnolia,citral,contains
Magnolia,etc.,contains
Magnolia,flavonoids,contains
Magnolia,fruits mainly contain paeoniflorin.,contains
Magnolia,polysaccharides,contains
Magnolia,the flowers,contains
Magnolia,the roots mainly contain magnoflorine,contains
Magnolia officinalis,Magnolol,contains
Magnolia officinalis,as well as mineral elements,contains
Magnolia officinalis,honokiol,contains
Magnolia officinalis,isomagnolol,contains
Magnolia officinalis,magnocurarine,contains
Magnolia officinalis,magnoflorine,contains
Magnolia officinalis,other nutrients.,contains
Magnolia officinalis,protein,contains
Magnolia officinalis,tetrahydromagnolol,contains
Magnolia officinalis,vitamins,contains
Magnolia officinalis,volatile oils,contains
Magpie,B vitamins,contains
Magpie,Rich in protein,contains
Magpie,abundant iron,contains
Magpie,fat,contains
Magpie,nutrients such as vitamin A,contains
Magpie,various amino acids,contains
Magpie,vitamin C,contains
Magpie,vitamin E,contains
Malania oleifera,The seeds contain oil,contains
Malania oleifera,including oleic acid,contains
Malania oleifera,making it a good source of woody oil.,contains
Malania oleifera,palmitic acid,contains
Malania oleifera,stearic acid,contains
Mallard,B12,contains
Mallard,B6,contains
Mallard,High-protein food,contains
Mallard,Omega-6,contains
Mallard,beneficial for heart health.,contains
Mallard,helps prevent anemia. Contains Omega-3,contains
Mallard,nervous system function. Good source of iron,contains
Mallard,which aid in energy metabolism,contains
Mallard,with about 25 grams of protein per 100 grams of duck meat. Rich in vitamins B5,contains
Mangosteen,B vitamins,contains
Mangosteen,Mangosteen contains vitamin C,contains
Mangosteen,antioxidants.,contains
Mangosteen,calcium,contains
Mangosteen,dietary fiber,contains
Mangosteen,magnesium),contains
Mangosteen,minerals (such as potassium,contains
Manilkara zapota,The fruit is edible,contains
Manilkara zapota,delicious,contains
Manilkara zapota,sweet,contains
Manilkara zapota,the latex from the trunk is used as a raw material for chewing gum,contains
Manilkara zapota,the seed kernel contains 20% oil,contains
Manilkara zapota,with various economic values.,contains
Maple Sap,Maple sap contains minerals (such as potassium,contains
Maple Sap,amino acids,contains
Maple Sap,calcium,contains
Maple Sap,magnesium),contains
Maple Sap,sugars,contains
Maple Sap,various vitamins.,contains
Marsh Snail,B vitamins including vitamin B1,contains
Marsh Snail,Snail meat is high in protein,contains
Marsh Snail,containing various essential amino acids for the human body,contains
Marsh Snail,contains various vitamins such as vitamin A,contains
Marsh Snail,crude ash.,contains
Marsh Snail,including flavor-enhancing amino acids such as glutamic acid. It is rich in minerals like calcium,contains
Marsh Snail,iron,contains
Marsh Snail,niacin. It also includes carbohydrates,contains
Marsh Snail,phosphorus,contains
Marsh Snail,vitamin B2,contains
Marsh Snail,vitamin E,contains
Marsh Snail,zinc,contains
Marsh frog,High in protein,contains
Marsh frog,also contains various vitamins,contains
Marsh frog,low in fat,contains
Marsh frog,minerals,contains
Mate,Yerba mate contains caffeine,contains
Mate,aiding digestion,contains
Mate,has effects such as refreshing the mind,contains
Mate,lowering cholesterol.,contains
Mate,minerals,contains
Mate,tannins,contains
Mate,various amino acids,contains
Mate,vitamins,contains
Matsutake,Matsutake is rich in protein,contains
Matsutake,bone health.,contains
Matsutake,fiber,contains
Matsutake,minerals,contains
Matsutake,vitamin D,contains
Matsutake,which are beneficial for the immune system,contains
Meimuna opalifera,4.3 times that of lean pork (16.7%).,contains
Meimuna opalifera,9 mineral elements. Every 100 grams of nymphs contain 72 grams of protein,contains
Meimuna opalifera,9.15% fat,contains
Meimuna opalifera,The nymphs of Meimuna opalifera contain 68.83% protein,contains
Meimuna opalifera,which is 6 times that of eggs (11.8%),contains
Meimuna opalifera,with unsaturated fatty acids accounting for 77.27% of the total fatty acids. They contain 17 amino acids,contains
Melastoma dodecandrum,containing vitamins,contains
Melastoma dodecandrum,fiber.,contains
Melastoma dodecandrum,minerals,contains
Mesona,Flavonoids,contains
Mesona,Phenols,contains
Mesona,Polysaccharides,contains
Mesona,Terpenoids,contains
Mexican Bee Royal Jelly,Rich in lipids,contains
Mexican Bee Royal Jelly,anti-aging effects.,contains
Mexican Bee Royal Jelly,antioxidants,contains
Mexican Bee Royal Jelly,has immune-boosting,contains
Mexican Bee Royal Jelly,trace elements,contains
Microcos paniculata,Flavonoids,contains
Microcos paniculata,alkaloids,contains
Microcos paniculata,organic acids,contains
Microcos paniculata,volatile oils,contains
Middle East Golden Camellia,The seeds have a high oil content,contains
Middle East Golden Camellia,but the leaves are shorter,contains
Middle East Golden Camellia,elliptical,contains
Middle East Golden Camellia,smaller,contains
Middle East Golden Camellia,the tea leaves are widely enjoyed as a beverage. This species is similar to Camellia nitidissima Chi,contains
Middle East Golden Camellia,thin leathery,contains
Middle East Golden Camellia,which can be used to distinguish them.,contains
Middle East Golden Camellia,with inconspicuous serrations,contains
Milk vetch pollen,Rich in proteins,contains
Milk vetch pollen,amino acids,contains
Milk vetch pollen,clearing heat,contains
Milk vetch pollen,detoxifying.,contains
Milk vetch pollen,flavonoids,contains
Milk vetch pollen,nourishing blood,contains
Milk vetch pollen,with effects of replenishing qi,contains
Mink,High protein content (about 18%),contains
Mink,moderate fat content (about 12%),contains
Mink,tender meat.,contains
Mint,Protein,contains
Mint,insoluble dietary fiber,contains
Mint,vitamins,contains
Mint Pollen,Rich in flavonoids,contains
Mint Pollen,detoxifying,contains
Mint Pollen,refreshing the mind.,contains
Mint Pollen,volatile oils,contains
Mint Pollen,with effects of clearing heat,contains
Mole,Rich in protein,contains
Mole,fat,contains
Mole,minerals,contains
Mole,some vitamins,contains
Mole cricket,26.07% (different extraction methods),contains
Mole cricket,Moisture content is 6.08%,contains
Mole cricket,crude fat content is 1.05%,contains
Mole cricket,crude protein content is 66.33%,contains
Mole cricket,fat content is 20.11%,contains
Mole cricket,total amino acid content is 54.87%,contains
Mole cricket,with essential amino acid content being 18.81%.,contains
Monomer Red Camellia,Contains tea polyphenols,contains
Monomer Red Camellia,amino acids,contains
Monomer Red Camellia,blood pressure-lowering effects.,contains
Monomer Red Camellia,caffeine,contains
Monomer Red Camellia,digestive,contains
Monomer Red Camellia,etc. It has antioxidant,contains
Monomer Red Camellia,minerals,contains
Monomer Red Camellia,refreshing,contains
Monomer Red Camellia,vitamin C,contains
Morel,18 vitamins,contains
Morel,Crude protein,contains
Morel,also containing polysaccharides,contains
Morel,enzymes,contains
Morel,organic germanium,contains
Morel,other bioactive components,contains
Morel,selenium,contains
Morel,various amino acids,contains
Morel,various essential trace elements for the human body,contains
Moringa,Amino acids: Moringa contains about 20 amino acids,contains
Moringa,are crucial for maintaining human life activities.,contains
Moringa,including several essential amino acids for humans. These amino acids are the basic units of protein,contains
Moringa leaf,B vitamins,contains
Moringa leaf,C,contains
Moringa leaf,E,contains
Moringa leaf,Moringa leaves are rich in vitamins A,contains
Moringa leaf,amino acids.,contains
Moringa leaf,iron,contains
Moringa leaf,minerals (such as calcium,contains
Moringa leaf,potassium),contains
Moringa leaf,proteins,contains
Morus australis,The fruit of Morus australis is rich in protein,contains
Morus australis,vitamin C.,contains
Mountain Pear,Mountain pears are rich in vitamin C,contains
Mountain Pear,antioxidants,contains
Mountain Pear,dietary fiber,contains
Mountain Pear,etc.,contains
Mountain Pear,pectin,contains
Moutan Cortex,Paeoniflorin,contains
Moutan Cortex,Paeonol,contains
Moutan Cortex,Volatile oils,contains
Moutan Cortex,etc.,contains
Mucuna birdwoodiana,Specific Nutritional components is not detailed,contains
Mucuna birdwoodiana,but the seeds contain starch,contains
Mucuna birdwoodiana,their toxicity should be noted.,contains
Mucuna sempervirens,The stem vines may be rich in various active ingredients,contains
Mucuna sempervirens,activating collaterals,contains
Mucuna sempervirens,beneficial for promoting blood circulation,contains
Mucuna sempervirens,but specific Nutritional components requires further analysis.,contains
Mucuna sempervirens,relaxing tendons,contains
Mucuna sempervirens,removing stasis,contains
Mugwort,Mugwort contains volatile oils (such as eucalyptol,contains
Mugwort,camphor,contains
Mugwort,dispelling cold,contains
Mugwort,etc.),contains
Mugwort,flavonoids,contains
Mugwort,minerals. It has the effects of warming the meridians to stop bleeding,contains
Mugwort,removing dampness.,contains
Mugwort,vitamins,contains
Mugwort leaf,amino acids,contains
Mugwort leaf,etc.,contains
Mugwort leaf,flavonoids,contains
Mugwort leaf,terpenes,contains
Mugwort leaf,trace elements,contains
Mugwort leaf,volatile oils,contains
Mulberry,Includes alkaloids,contains
Mulberry,Mulberries are rich in vitamin C,contains
Mulberry,antioxidants,contains
Mulberry,benzofurans,contains
Mulberry,calcium,contains
Mulberry,coumarins,contains
Mulberry,fiber,contains
Mulberry,flavonoids,contains
Mulberry,improve blood health.,contains
Mulberry,iron,contains
Mulberry,phenolic acids,contains
Mulberry,stilbenes,contains
Mulberry,terpenoids,contains
Mulberry,vitamin K,contains
Mulberry,which help boost immunity,contains
Mulberry Leaf,Mulberry leaves contain various vitamins,contains
Mulberry Leaf,antioxidants,contains
Mulberry Leaf,flavonoids.,contains
Mulberry Leaf,minerals,contains
Mulberry Twig,Arabinose,contains
Mulberry Twig,Free Sucrose,contains
Mulberry Twig,Fructose,contains
Mulberry Twig,Glucose,contains
Mulberry Twig,Maltose,contains
Mulberry Twig,Raffinose,contains
Mulberry Twig,Stachyose,contains
Mulberry Twig,Tannins,contains
Mulberry Twig,Xylose,contains
Mule,Rich in protein,contains
Mule,low in fat,contains
Multiflorous Berchemia,The roots are used medicinally,contains
Multiflorous Berchemia,dispersing blood stasis,contains
Multiflorous Berchemia,have effects such as dispelling wind,contains
Multiflorous Berchemia,reducing swelling,contains
Multiflorous Berchemia,relieving pain. Farmers often use branches to make nose rings for cattle,contains
Multiflorous Berchemia,removing dampness,contains
Multiflorous Berchemia,young leaves can be used as a tea substitute.,contains
Multiflowered Garcinia,The fruit of Multiflowered Garcinia is rich in dietary fiber,contains
Multiflowered Garcinia,minerals.,contains
Mung bean sprouts,Rich in vitamin C,contains
Mung bean sprouts,fiber.,contains
Mung bean sprouts,protein,contains
Mung bean sprouts,vitamin K,contains
Muscovy Duck,B12,contains
Muscovy Duck,B6,contains
Muscovy Duck,High-protein food,contains
Muscovy Duck,Omega-6,contains
Muscovy Duck,beneficial for heart health.,contains
Muscovy Duck,helps prevent anemia. Contains Omega-3,contains
Muscovy Duck,nervous system function. Good source of iron,contains
Muscovy Duck,which aid in energy metabolism,contains
Muscovy Duck,with about 25 grams of protein per 100 grams of duck meat. Rich in vitamins B5,contains
Muskrat,Protein content is about 20.1%,contains
Muskrat,fat content is only 3.9%,contains
Muskrat,rich in minerals,contains
Muskrat,the meat is tender.,contains
Mustard,Glucosinolates,contains
Mustard,etc.,contains
Mustard,volatile components,contains
Mustard Greens,Rich in Vitamin C,contains
Mustard Greens,calcium,contains
Mustard Greens,fiber.,contains
Mustard Greens,iron,contains
Mustard green juice,C,contains
Mustard green juice,K,contains
Mustard green juice,Mustard green juice contains vitamin A,contains
Mustard green juice,antioxidants.,contains
Mustard green juice,dietary fiber,contains
Mustard green juice,minerals,contains
Myrica rubra,8 kinds of amino acids beneficial to the human body. The content of calcium,contains
Myrica rubra,The fruit of Myrica rubra is rich in glucose,contains
Myrica rubra,a certain amount of protein,contains
Myrica rubra,citric acid,contains
Myrica rubra,contains abundant cellulose,contains
Myrica rubra,fat,contains
Myrica rubra,fructose,contains
Myrica rubra,iron in its fruit is more than 10 times higher than that of other fruits.,contains
Myrica rubra,malic acid,contains
Myrica rubra,mineral elements,contains
Myrica rubra,pectin,contains
Myrica rubra,phosphorus,contains
Myrica rubra,vitamins,contains
Myrtle,Vitamin C,contains
Myrtle,cellulose,contains
Myrtle,etc.,contains
Myrtle,minerals,contains
Nanking Cherry,The fruit is slightly sweet,contains
Nanking Cherry,about 43%,contains
Nanking Cherry,can be used for winemaking,contains
Nanking Cherry,can be used to make soap.,contains
Nanking Cherry,edible,contains
Nanking Cherry,sour,contains
Nanking Cherry,the kernel has a high oil content,contains
Nanshan Tea,Usually contains tea polyphenols,contains
Nanshan Tea,amino acids,contains
Nanshan Tea,anti-inflammatory,contains
Nanshan Tea,beauty benefits.,contains
Nanshan Tea,cardiovascular protection,contains
Nanshan Tea,etc. Helps with antioxidant,contains
Nanshan Tea,minerals,contains
Nanshan Tea,vitamins,contains
Natural Beeswax,Vitamin A,contains
Natural Beeswax,carotenoids,contains
Natural Beeswax,citric acid,contains
Natural Beeswax,dispersed fatty alcohols,contains
Natural Beeswax,other nutrients,contains
Natural Beeswax,triglycerides,contains
Nectarine,Nectarines are rich in vitamin A,contains
Nectarine,dietary fiber,contains
Nectarine,etc.,contains
Nectarine,iron,contains
Nectarine,potassium,contains
Nectarine,vitamin C,contains
Neem,The seeds,contains
Neem,anthelmintic properties,contains
Neem,bark of the neem tree are widely used as herbal medicine in regions around India. The seeds have laxative,contains
Neem,can treat gastric ulcers. The bark has astringent,contains
Neem,hemostatic effects,contains
Neem,is used to treat cancer,contains
Neem,leaves,contains
Neem,liver diseases. Neem oil is used to treat rheumatism.,contains
Neem,pain,contains
Neem,spleen,contains
Neocaridina denticulata sinensis,B1,contains
Neocaridina denticulata sinensis,B2,contains
Neocaridina denticulata sinensis,E,contains
Neocaridina denticulata sinensis,Rich in protein,contains
Neocaridina denticulata sinensis,but also contains abundant taurine,contains
Neocaridina denticulata sinensis,iodine,contains
Neocaridina denticulata sinensis,magnesium,contains
Neocaridina denticulata sinensis,niacin.,contains
Neocaridina denticulata sinensis,phosphorus. It also contains vitamins A,contains
Neocaridina denticulata sinensis,which helps reduce serum cholesterol in humans. It is rich in trace elements such as potassium,contains
Neocaridina denticulata sinensis,with high cholesterol content,contains
Nile crocodile,B12),contains
Nile crocodile,Crocodile meat is an excellent source of protein,contains
Nile crocodile,E,contains
Nile crocodile,containing monounsaturated fatty acids (MUFA),contains
Nile crocodile,including lysine,contains
Nile crocodile,iron,contains
