实体A,实体B,关系,
紫花苜蓿,叶黄素,含有,
紫花苜蓿,胡萝卜素含量较高,含有,
紫花苜蓿,苜蓿草中还含有钙,含有,
紫花苜蓿,磷,含有,
紫花苜蓿,铁,含有,
紫花苜蓿,镁,含有,
紫花苜蓿,钾,含有,
紫花苜蓿,铜,含有,
紫花苜蓿,锰,含有,
香草,植物界,属于,
香草,被子植物门,属于,
香草,单子叶植物纲,属于,
香草,兰目,属于,
香草,兰科,属于,
香草,香草属,属于,
香草,主要有香草种,属于,
香草,通常富含多种维生素和矿物质,含有,
香草,如维生素A,含有,
香草,C,含有,
香草,E,含有,
香草,钙,含有,
香草,铁,含有,
香草,锌,含有,
香草,还含有多酚类物质和挥发性油。,含有,
苦荞,植物界,属于,
苦荞,被子植物门,属于,
苦荞,木兰纲,属于,
苦荞,石竹目,属于,
苦荞,蓼科,属于,
苦荞,荞麦属,属于,
苦荞,苦荞麦,属于,
苦荞,苦荞麦具有较高的营养价值,含有,
苦荞,含有蛋白质,含有,
苦荞,生物类黄酮,含有,
苦荞,多种维生素,含有,
苦荞,纤维素,含有,
苦荞,18种氨基酸,含有,
苦荞,叶绿素,含有,
苦荞,镁,含有,
苦荞,钾,含有,
苦荞,钙,含有,
苦荞,铁,含有,
苦荞,锰,含有,
苦荞,锌,含有,
苦荞,铬,含有,
苦荞,铜,含有,
苦荞,硒,含有,
苦荞,是谷类作物中唯一集七大营养素于一身的作物。,含有,
白芷,植物界,属于,
白芷,维管植物门,属于,
白芷,维管植物门,属于,
白芷,伞形目,属于,
白芷,伞形科,属于,
白芷,当归属,属于,
白芷,白芷,属于,
白芷,蛋白质,含有,
白芷,维生素,含有,
白芷,矿物质,含有,
白芷,膳食纤维,含有,
白芷,多酚类物质,含有,
白芷,黄酮类物质,含有,
榉树,植物界,属于,
榉树,被子植物门,属于,
榉树,木兰纲,属于,
榉树,蔷薇目,属于,
榉树,榆科,属于,
榉树,榉属,属于,
榉树,榉树,属于,
榉树,果实整体含油20%-40%,含有,
榉树,包含葵酸,含有,
榉树,辛酸,含有,
榉树,月桂酸,含有,
榉树,油酸,含有,
榉树,棕榈酸和亚油酸,含有,
白蜡树,植物界,属于,
白蜡树,维管植物门,属于,
白蜡树,木兰纲,属于,
白蜡树,唇形目,属于,
白蜡树,木樨科,属于,
白蜡树,梣属,属于,
白蜡树,白蜡树,属于,
白蜡树,丰富的生物活性成分,含有,
白蜡树,如木质素,含有,
白蜡树,三萜类,含有,
白蜡树,多糖,含有,
白蜡树,如增强免疫力,含有,
白蜡树,延缓细胞老化,含有,
白蜡树,抗氧化,含有,
白蜡树,抗肿瘤,含有,
白花菜,植物界,属于,
白花菜,被子植物门,属于,
白花菜,木兰纲,属于,
白花菜,十字花目,属于,
白花菜,白花菜科,属于,
白花菜,白花菜属,属于,
白花菜,白花菜,属于,
白花菜,每100克白花菜中,含有,
白花菜,含有维生素C 12毫克,含有,
白花菜,钙26毫克,含有,
白花菜,磷6毫克,含有,
白花菜,钾152毫克,含有,
白花菜,钠215.7毫克,含有,
白花菜,镁33毫克,含有,
白花菜,铁0.6毫克,含有,
白花菜,锌0.18毫克,含有,
白花菜,还含有一定量的水分,含有,
白花菜,蛋白质,含有,
白花菜,脂肪和碳水化合物。,含有,
紫丁香,植物界,属于,
紫丁香,被子植物门,属于,
紫丁香,木兰纲,属于,
紫丁香,唇形目,属于,
紫丁香,木犀科,属于,
紫丁香,丁香属,属于,
紫丁香,紫丁香,属于,
紫丁香,其鲜花可用溶剂浸提浸膏,含有,
紫丁香,在从浸膏中可提取精油,含有,
紫丁香,其精油是食品,含有,
紫丁香,化妆品,含有,
紫丁香,医药工业的良好香料。有学者优化了紫丁香精油的提取工艺流程,含有,
紫丁香,发现精制法提取出的精油纯度高,含有,
紫丁香,杂质少,含有,
紫丁香,含香物质多,含有,
紫丁香,香气浓郁,含有,
紫丁香,品质上乘,含有,
紫丁香,应用前景广阔,含有,
紫丁香,具有一定的科研和经济价值。此外,含有,
紫丁香,紫丁香的嫩叶还可代茶。,含有,
白榆,植物界,属于,
白榆,种子植物门,属于,
白榆,双子叶植物纲,属于,
白榆,荨麻目,属于,
白榆,榆科,属于,
白榆,榆属,属于,
白榆,白榆,属于,
白榆,植物体含beta-固淄醇,含有,
白榆,植物醇,含有,
白榆,豆淄醇,含有,
白榆,鞣质,含有,
白榆,树胶,含有,
白榆,脂肪油。播种繁殖,含有,
白榆,成熟果实随采随播。,含有,
榛子,植物界,属于,
榛子,维管植物门,属于,
榛子,木兰纲,属于,
榛子,无患子目,属于,
榛子,桦木科,属于,
榛子,榛属,属于,
榛子,榛,属于,
榛子,脂肪：富含健康脂肪,含有,
榛子,包括单不饱和脂肪酸,含有,
榛子,多不饱和脂肪酸和饱和脂肪酸。,含有,
山核桃,植物界,属于,
山核桃,被子植物门,属于,
山核桃,木兰纲,属于,
山核桃,壳斗目,属于,
山核桃,胡桃科,属于,
山核桃,山核桃属,属于,
山核桃,山核桃,属于,
山核桃,山核桃主要成分为亚油酸甘油酯,含有,
山核桃,可软化血管,含有,
山核桃,防止血管硬化和高血压,含有,
山核桃,冠心病,含有,
山核桃,锰,含有,
山核桃,常食山核桃能健脑益智。,含有,
花生,植物界,属于,
花生,被子植物门,属于,
花生,木兰纲,属于,
花生,豆目,属于,
花生,豆科,属于,
花生,落花生属,属于,
花生,落花生,属于,
花生,花生中油酸的相对含量高达50%以上,含有,
花生,油酸对人体心血管有益,含有,
花生,对人体的高血脂,含有,
花生,有害胆固醇有降低作用,含有,
花生,而不影响或相对提高有益胆固醇。,含有,
油茶,植物界,属于,
油茶,维管植物门,属于,
油茶,木兰纲,属于,
油茶,杜鹃花目,属于,
油茶,山茶科,属于,
油茶,山茶属,属于,
油茶,油茶,属于,
油茶,油茶制成的茶油,含有,
油茶,油酸,含有,
油茶,亚油酸,含有,
油茶,亚麻酸,含有,
油茶,且富含维生素A,含有,
油茶,维生素E,含有,
油茶,色泽金黄,含有,
油茶,口味香醇,含有,
油茶,具有与类似橄榄油的优良特性,含有,
油茶,享有“东方橄榄油”的美誉,含有,
油茶,是优质的食用油。,含有,
毛梾,植物界,属于,
毛梾,被子植物门,属于,
毛梾,木兰纲,属于,
毛梾,山茱萸目,属于,
毛梾,山茱萸科,属于,
毛梾,山茱萸属,属于,
毛梾,毛梾,属于,
毛梾,在对比多种植物时,含有,
毛梾,毛梾的Fe,含有,
毛梾,Zn,含有,
毛梾,Cu,含有,
毛梾,Mn,含有,
毛梾,Cr,含有,
毛梾,Ni,含有,
毛梾,Fe元素含量为201.53mg/kg,含有,
毛梾,Zn含量为4.73mg/kg,含有,
毛梾,Cu含量为0（或极低未检出）,含有,
毛梾,Mn含量为8.13mg/kg,含有,
毛梾,Cr含量为0.36mg/kg,含有,
毛梾,Ni含量为1.22mg/kg。微量元素总含量也较低,含有,
毛梾,为241.83mg/kg。,含有,
文冠果,植物界,属于,
文冠果,维管植物门,属于,
文冠果,木兰纲,属于,
文冠果,无患子目,属于,
文冠果,无患子科,属于,
文冠果,文冠果属,属于,
文冠果,文冠果,属于,
文冠果,矿物质：富含钙,含有,
文冠果,磷,含有,
文冠果,铁,含有,
文冠果,对骨骼健康,含有,
文冠果,血液循环和神经传导有积极作用。,含有,
长柄扁桃,植物界,属于,
长柄扁桃,被子植物门,属于,
长柄扁桃,木兰纲,属于,
长柄扁桃,蔷薇目,属于,
长柄扁桃,蔷薇科,属于,
长柄扁桃,李属,属于,
长柄扁桃,长梗扁桃,属于,
长柄扁桃,蛋白质和脂肪：果仁含粗蛋白255.9g/kg,含有,
长柄扁桃,粗脂肪531g/kg。,含有,
元宝槭,植物界,属于,
元宝槭,被子植物门,属于,
元宝槭,木兰纲,属于,
元宝槭,无患子目,属于,
元宝槭,无患子科,属于,
元宝槭,槭属,属于,
元宝槭,元宝槭,属于,
元宝槭,油脂：种仁含油量高,含有,
元宝槭,油质优良,含有,
元宝槭,富含油酸和亚油酸,含有,
山桐子,植物界,属于,
山桐子,被子植物门,属于,
山桐子,木兰纲,属于,
山桐子,金虎尾目,属于,
山桐子,杨柳科,属于,
山桐子,山桐子属,属于,
山桐子,山桐子,属于,
山桐子,维生素：富含维生素E和B族维生素。,含有,
星油藤,植物界,属于,
星油藤,被子植物门,属于,
星油藤,双子叶植物纲,属于,
星油藤,大戟目,属于,
星油藤,大戟科,属于,
星油藤,星油藤属,属于,
星油藤,星油藤,属于,
星油藤,星油藤种子油脂可以食用。星油藤种子含有极其丰富的不饱和脂肪酸（ω-3,含有,
星油藤,ω-6,含有,
星油藤,ω-9,含有,
星油藤,维生素E,含有,
星油藤,维生素A和蛋白质,含有,
星油藤,多酚类物质,含有,
星油藤,且三种不饱和脂肪酸含量高达92%以上,含有,
星油藤,被称为“世界植物营养‘长寿果王’和‘植物脑黄金’”。,含有,
翅果油,植物界,属于,
翅果油,被子植物门,属于,
翅果油,木兰纲,属于,
翅果油,蔷薇目,属于,
翅果油,胡颓子科,属于,
翅果油,胡颓子属,属于,
翅果油,翅果油树,属于,
翅果油,种子含油脂,含有,
翅果油,种仁含粗脂肪46.58-51.4s%,含有,
翅果油,出油率可达30-35%,含有,
西康扁桃,植物界,属于,
西康扁桃,被子植物门,属于,
西康扁桃,木兰纲,属于,
西康扁桃,蔷薇目,属于,
西康扁桃,蔷薇科,属于,
西康扁桃,李属,属于,
西康扁桃,西康扁桃,属于,
西康扁桃,西康扁桃的种仁可榨油,含有,
西康扁桃,桃仁含油量45.95%,含有,
西康扁桃,出油率40.00%以上,含有,
西康扁桃,油色橙黄,含有,
西康扁桃,清亮透明,含有,
西康扁桃,可作食用油。核壳是制作优质活性炭的重要原料,含有,
西康扁桃,木材材质坚硬,含有,
西康扁桃,可作各种雕刻用材。树的韧皮纤维细长,含有,
西康扁桃,可用来造纸,含有,
西康扁桃,人造棉,含有,
西康扁桃,玩具。。,含有,
沙漠果,植物界,属于,
沙漠果,被子植物门,属于,
沙漠果,双子叶植物纲,属于,
沙漠果,桃金娘目,属于,
沙漠果,玉蕊科,属于,
沙漠果,龙葵属,属于,
沙漠果,枸杞,属于,
沙漠果,沙漠果营养丰富,含有,
沙漠果,果仁中出除含有蛋白质,含有,
沙漠果,脂肪,含有,
沙漠果,糖类外,含有,
沙漠果,胡萝卜素,含有,
沙漠果,维生素B1维生素B2,含有,
沙漠果,维生素E含量丰富；果仁中人体所需的8种氨基酸样样俱全,含有,
沙漠果,其含量远远高过核桃；果仁中钙,含有,
沙漠果,磷,含有,
沙漠果,铁含量也高于其他坚果。,含有,
扁桃,植物界,属于,
扁桃,被子植物门,属于,
扁桃,木兰纲,属于,
扁桃,蔷薇目,属于,
扁桃,蔷薇科,属于,
扁桃,桃属,属于,
扁桃,扁桃,属于,
扁桃,富含脂肪,含有,
扁桃,蛋白质,含有,
扁桃,维生素和矿物质。,含有,
甜杏仁,植物界,属于,
甜杏仁,被子植物门,属于,
甜杏仁,双子叶植物纲,属于,
甜杏仁,蔷薇目,属于,
甜杏仁,蔷薇科,属于,
甜杏仁,丁香属,属于,
甜杏仁,杏种,属于,
甜杏仁,由于杏仁富含蛋白质,含有,
甜杏仁,脂肪,含有,
甜杏仁,糖类,含有,
甜杏仁,胡萝卜素,含有,
甜杏仁,B族维生素,含有,
甜杏仁,维生素C,含有,
甜杏仁,维生素P,含有,
甜杏仁,钙,含有,
甜杏仁,磷,含有,
甜杏仁,铁,含有,
甜杏仁,人们将大扁称为抗癌之果。大扁含有丰富的脂肪油,含有,
甜杏仁,有降低胆固醇的作用,含有,
甜杏仁,因此,含有,
甜杏仁,大扁对防治心血管系统疾病有良好的作用；,含有,
毛叶山桐子,植物界,属于,
毛叶山桐子,被子植物门,属于,
毛叶山桐子,双子叶植物纲,属于,
毛叶山桐子,侧膜胎座目,属于,
毛叶山桐子,大风子科,属于,
毛叶山桐子,山桐子属,属于,
毛叶山桐子,毛叶山桐子,属于,
毛叶山桐子,果实含油率20%-30%,含有,
毛叶山桐子,种子含油率20%-26%。可做箱板,含有,
毛叶山桐子,火柴盒,含有,
毛叶山桐子,可制肥皂或做润滑油,含有,
毛叶山桐子,是优质食用油和高级护肤皂,含有,
毛叶山桐子,保健品的上佳原料。,含有,
蝴蝶果,植物界,属于,
蝴蝶果,被子植物门,属于,
蝴蝶果,木兰纲,属于,
蝴蝶果,金虎尾目,属于,
蝴蝶果,大戟科,属于,
蝴蝶果,蝴蝶果属,属于,
蝴蝶果,蝴蝶果,属于,
蝴蝶果,种子含有丰富的油脂和淀粉,含有,
蝴蝶果,经去毒处理后可食用,含有,
蝴蝶果,可先去子叶煮熟或炒熟食,含有,
蝴蝶果,也可磨成粉,含有,
蝴蝶果,拌在菜里当油用,含有,
蝴蝶果,也可提取作食用油,含有,
蝴蝶果,味如芝麻油和花生油混合的香味。,含有,
美藤果,植物界,属于,
美藤果,被子植物门,属于,
美藤果,双子叶植物纲,属于,
美藤果,大戟目,属于,
美藤果,大戟科,属于,
美藤果,南美油藤属,属于,
美藤果,美藤果,属于,
美藤果,ω-3脂肪酸,含有,
美藤果,美藤果油富含与皮肤亲和力的人体必需脂肪酸,含有,
美藤果,美藤果油中所含丰富维生素E抗氧化物质,含有,
美藤果,美藤果油含有抗氧化剂。,含有,
可可,植物界,属于,
可可,被子植物门,属于,
可可,木兰纲,属于,
可可,锦葵目,属于,
可可,梧桐科,属于,
可可,可可属,属于,
可可,可可,属于,
可可,糖类：可可中含有一定量的糖类物质,含有,
可可,为人体提供能量。,含有,
黄连木,植物界,属于,
黄连木,被子植物门,属于,
黄连木,木兰纲,属于,
黄连木,无患子目,属于,
黄连木,漆树科,属于,
黄连木,黄连木属,属于,
黄连木,黄连木,属于,
黄连木,黄连木是优良的木本油料树种,含有,
黄连木,具有出油率高,含有,
黄连木,油品好的特点。研究结果证明：种子含油率42.26%（种仁含油率56.5%）,含有,
黄连木,种子出油率20-30%,含有,
黄连木,果壳含油量3.28%,含有,
黄连木,是一种不干性油,含有,
黄连木,油色淡黄绿色,含有,
黄连木,带苦涩味,含有,
黄连木,精制后可供使用；鲜叶含芳香油0.12%,含有,
黄连木,可作保健食品添加剂和香熏剂,含有,
黄连木,油酸,含有,
黄连木,亚油酸,含有,
黄连木,棕榈油酸,含有,
黄连木,硬脂酸,含有,
黄连木,花生四烯酸,含有,
黄连木,亚麻酸,含有,
黄连木,其中油酸,含有,
黄连木,亚油酸,含有,
黄连木,棕榈酸3种脂肪酸的含量之和占脂肪酸总量的95%左右。,含有,
辣木,植物界,属于,
辣木,被子植物门,属于,
辣木,木兰纲,属于,
辣木,十字花目,属于,
辣木,辣木科,属于,
辣木,辣木属,属于,
辣木,辣木,属于,
辣木,氨基酸：辣木含有约20种氨基酸,含有,
辣木,其中包括多种人体必需的氨基酸,含有,
辣木,这些氨基酸是构成蛋白质的基本单位,含有,
辣木,对维持人体生命活动至关重要。,含有,
沙棘,植物界,属于,
沙棘,被子植物门,属于,
沙棘,双子叶植物纲,属于,
沙棘,胡颓子目,属于,
沙棘,胡颓子科,属于,
沙棘,沙棘属,属于,
沙棘,沙棘,属于,
沙棘,沙棘果实富含维生素C,含有,
沙棘,维生素E,含有,
沙棘,胡萝卜素,含有,
沙棘,黄酮类化合物,含有,
沙棘,多种微量元素,含有,
沙棘,有助于增强免疫力,含有,
沙棘,抗衰老。,含有,
油桐,植物界,属于,
油桐,被子植物门,属于,
油桐,双子叶植物纲,属于,
油桐,大戟目,属于,
油桐,大戟科,属于,
油桐,油桐属,属于,
油桐,油桐,属于,
油桐,油桐种子榨取的桐油主要用于工业领域,含有,
油桐,但其中也含有一定的不饱和脂肪酸和生物活性物质,含有,
油桐,对人体健康有一定益处（注意：桐油不可直接食用,含有,
油桐,需加工处理）。在工业上,含有,
油桐,桐油是重要的涂料和防腐剂原料。,含有,
油用牡丹,植物界,属于,
油用牡丹,被子植物门,属于,
油用牡丹,双子叶植物纲,属于,
油用牡丹,芍药目,属于,
油用牡丹,芍药科,属于,
油用牡丹,芍药属,属于,
油用牡丹,油用牡丹（通常指紫斑牡丹等特定品种）,属于,
油用牡丹,其籽油不仅具有优异的抗氧化性能,含有,
油用牡丹,还富含多种生物活性成分,含有,
油用牡丹,如亚麻酸,含有,
油用牡丹,亚油酸,含有,
油用牡丹,对心脑血管健康有益。,含有,
皮梾木,植物界,属于,
皮梾木,被子植物门,属于,
皮梾木,双子叶植物纲,属于,
皮梾木,无患子目,属于,
皮梾木,山茱萸科,属于,
皮梾木,梾木属,属于,
皮梾木,光皮梾木,属于,
皮梾木,光皮梾木油是从其果实中提取的,含有,
皮梾木,含有丰富的不饱和脂肪酸和抗氧化物质,含有,
皮梾木,如油酸,含有,
皮梾木,亚油酸和亚麻酸,含有,
皮梾木,还可用于生产生物柴油和化妆品,含有,
青刺果,植物界,属于,
青刺果,被子植物门,属于,
青刺果,双子叶植物纲,属于,
青刺果,蔷薇目,属于,
青刺果,蔷薇科,属于,
青刺果,扁核木属（部分分类体系可能有所不同）,属于,
青刺果,青刺果,属于,
青刺果,青刺果油是从青刺果的果实中提取的,含有,
青刺果,含有丰富的不饱和脂肪酸,含有,
青刺果,如油酸,含有,
青刺果,亚油酸,含有,
青刺果,多种维生素和矿物质。,含有,
麻疯树,植物界,属于,
麻疯树,被子植物门,属于,
麻疯树,双子叶植物纲,属于,
麻疯树,大戟目,属于,
麻疯树,大戟科,属于,
麻疯树,麻疯树属,属于,
麻疯树,麻疯树,属于,
麻疯树,麻疯树种子富含油脂,含有,
麻疯树,油脂含量高达40%-60%,含有,
麻疯树,主要为油酸和亚油酸,含有,
麻疯树,麻疯树种子还含有蛋白质,含有,
麻疯树,碳水化合物,含有,
麻疯树,粗纤维,含有,
麻疯树,钙,含有,
麻疯树,磷,含有,
麻疯树,铁,含有,
蛇莓属,植物界,属于,
蛇莓属,被子植物门,属于,
蛇莓属,双子叶植物纲,属于,
蛇莓属,蔷薇目,属于,
蛇莓属,蔷薇科,属于,
蛇莓属,蛇莓属,属于,
芝麻,植物界,属于,
芝麻,被子植物门,属于,
芝麻,双子叶植物纲,属于,
芝麻,锦葵目,属于,
芝麻,胡麻科（也称脂麻科）,属于,
芝麻,芝麻属,属于,
芝麻,芝麻,属于,
芝麻,芝麻种子含油分高达55%,含有,
芝麻,富含不饱和脂肪酸如油酸和亚油酸,含有,
芝麻,适合食用,含有,
芝麻,榨油；油供食用,含有,
芝麻,妇女保健之用；还含有蛋白质,含有,
芝麻,糖类,含有,
芝麻,维生素E,含有,
芝麻,多种矿物质。,含有,
岭南山竹子,植物界,属于,
岭南山竹子,被子植物门,属于,
岭南山竹子,双子叶植物纲,属于,
岭南山竹子,侧膜胎座目,属于,
岭南山竹子,藤黄科,属于,
岭南山竹子,藤黄属（具体分类可能因岭南山竹子而有所不同，此处以藤黄属为例）,属于,
岭南山竹子,岭南山竹子,属于,
岭南山竹子,果实可食,含有,
岭南山竹子,甜美多汁；种子含油量高,含有,
岭南山竹子,种仁含油量尤为丰富,含有,
岭南山竹子,达70%,含有,
岭南山竹子,适合作工业用油。,含有,
大叶藤黄,植物界,属于,
大叶藤黄,被子植物门,属于,
大叶藤黄,双子叶植物纲,属于,
大叶藤黄,侧膜胎座目,属于,
大叶藤黄,藤黄科,属于,
大叶藤黄,藤黄属,属于,
大叶藤黄,大叶藤黄,属于,
大叶藤黄,果成熟后可食用,含有,
大叶藤黄,味道偏酸；种子含油量17.72%,含有,
大叶藤黄,适宜作工业用油；还可能含有其他对人体有益的成分,含有,
大叶藤黄,如维生素,含有,
大叶藤黄,矿物质,含有,
豌豆,植物界,属于,
豌豆,被子植物门,属于,
豌豆,双子叶植物纲,属于,
豌豆,豆目,属于,
豌豆,豆科,属于,
豌豆,豌豆属,属于,
豌豆,豌豆,属于,
豌豆,豌豆种子,含有,
豌豆,嫩荚,含有,
豌豆,嫩苗均可食用；种子富含淀粉,含有,
豌豆,油脂,含有,
豌豆,还含有蛋白质,含有,
豌豆,纤维素,含有,
豌豆,多种维生素。其药用价值（未详细列出）可能涉,含有,
豌豆,其他生物活性成分。,含有,
华檀梨,植物界,属于,
华檀梨,被子植物门,属于,
华檀梨,双子叶植物纲,属于,
华檀梨,未明确（可能因种类而异，如蔷薇目等）,属于,
华檀梨,未明确（可能属于蔷薇科、山茱萸科等，需具体分类信息）,属于,
华檀梨,Pyrularia（此为属名，但非广泛认知的科属分类）,属于,
华檀梨,华檀梨,属于,
华檀梨,果实成熟时味甜可食,含有,
华檀梨,富含糖分；种子可榨油,含有,
华檀梨,供食用,含有,
华檀梨,油脂成分未具体说明。,含有,
沼生栎,植物界,属于,
沼生栎,被子植物门,属于,
沼生栎,双子叶植物纲,属于,
沼生栎,壳斗目,属于,
沼生栎,壳斗科,属于,
沼生栎,栎属,属于,
沼生栎,沼生栎,属于,
沼生栎,坚果含淀粉46.1％,含有,
沼生栎,单宁10.6％,含有,
沼生栎,油脂12.6％,含有,
沼生栎,蛋白质,含有,
沼生栎,其他营养成分未详细列出。,含有,
玫瑰,植物界,属于,
玫瑰,被子植物门,属于,
玫瑰,双子叶植物纲,属于,
玫瑰,蔷薇目,属于,
玫瑰,蔷薇科,属于,
玫瑰,蔷薇属,属于,
玫瑰,玫瑰（如Rosa rugosa）,属于,
玫瑰,主要价值在于鲜花,含有,
玫瑰,可蒸制芳香油,含有,
玫瑰,油的主要成分为左旋香芳醇,含有,
玫瑰,不直接提供大量营养成分,含有,
玫瑰,但芳香油具有多种用途。,含有,
硬核（原变种）,植物界,属于,
硬核（原变种）,被子植物门,属于,
硬核（原变种）,双子叶植物纲,属于,
硬核（原变种）,未明确（可能因种类而异）,属于,
硬核（原变种）,未明确（需具体分类信息，可能属于大戟科或其他）,属于,
硬核（原变种）,Scleropyrum,属于,
硬核（原变种）,硬核（原变种）Scleropyrum wallichianum var. wallichianum,属于,
硬核（原变种）,种子含油量为67.45%,含有,
硬核（原变种）,提取的油可作润滑油和制皂,含有,
菥蓂,植物界,属于,
菥蓂,被子植物门,属于,
菥蓂,双子叶植物纲,属于,
菥蓂,十字花目,属于,
菥蓂,十字花科,属于,
菥蓂,菥蓂属,属于,
菥蓂,菥蓂,属于,
菥蓂,种子油富含油脂,含有,
菥蓂,供制肥皂,含有,
菥蓂,也作润滑油,含有,
菥蓂,还可食用；全草,含有,
菥蓂,嫩苗和种子具有多种用途。,含有,
姜,植物界,属于,
姜,被子植物门,属于,
姜,单子叶植物纲,属于,
姜,姜目,属于,
姜,姜科,属于,
姜,姜属,属于,
姜,姜,属于,
姜,姜醇,含有,
姜,具有多种药用和调味价值。,含有,
红球姜,植物界,属于,
红球姜,被子植物门,属于,
红球姜,单子叶植物纲,属于,
红球姜,姜目,属于,
红球姜,姜科,属于,
红球姜,姜属,属于,
红球姜,红球姜,属于,
红球姜,根茎能祛风解毒,含有,
红球姜,治肚痛,含有,
红球姜,腹泻,含有,
红球姜,并可提取芳香油作调合香精原料。,含有,
铁线子,植物界,属于,
铁线子,被子植物门,属于,
铁线子,双子叶植物纲,属于,
铁线子,无患子目,属于,
铁线子,漆树科,属于,
铁线子,铁线子属,属于,
铁线子,铁线子,属于,
铁线子,种子含油丰富,含有,
铁线子,种仁含油量高,含有,
铁线子,油供食用,含有,
铁线子,药用。,含有,
银蒿,植物界,属于,
银蒿,被子植物门,属于,
银蒿,双子叶植物纲,属于,
银蒿,桔梗目,属于,
银蒿,菊科,属于,
银蒿,蒿属,属于,
银蒿,银蒿,属于,
银蒿,挥发油,含有,
银蒿,作香料用；也含牲畜食用的粗蛋白,含有,
银蒿,纤维素,含有,
银蒿,牧区作饲料。,含有,
大花蒿,植物界,属于,
大花蒿,被子植物门,属于,
大花蒿,双子叶植物纲,属于,
大花蒿,桔梗目,属于,
大花蒿,菊科,属于,
大花蒿,蒿属,属于,
大花蒿,大花蒿,属于,
大花蒿,挥发油与生物碱,含有,
大花蒿,主要成分为内脂类物质。另含牲畜食用的粗蛋白,含有,
大花蒿,纤维素,含有,
芸苔,植物界,属于,
芸苔,被子植物门,属于,
芸苔,双子叶植物纲,属于,
芸苔,白花菜目,属于,
芸苔,十字花科,属于,
芸苔,芸苔属,属于,
芸苔,芸苔,属于,
芸苔,芸苔（唐本草）即油菜（通称）,含有,
芸苔,主要用于榨取食用油。,含有,
油芥菜,植物界,属于,
油芥菜,被子植物门,属于,
油芥菜,双子叶植物纲,属于,
油芥菜,白花菜目,属于,
油芥菜,十字花科,属于,
油芥菜,芸苔属,属于,
油芥菜,芥菜（油芥菜变种）,属于,
油芥菜,种子可榨油,含有,
油芥菜,供食用；磨粉可作调味品,含有,
油芥菜,又可入药。,含有,
油白菜,植物界,属于,
油白菜,被子植物门,属于,
油白菜,双子叶植物纲,属于,
油白菜,白花菜目,属于,
油白菜,十字花科,属于,
油白菜,芸苔属,属于,
油白菜,白菜（油白菜变种）,属于,
油白菜,种子榨油供食用。,含有,
牛油果,植物界,属于,
牛油果,被子植物门,属于,
牛油果,双子叶植物纲,属于,
牛油果,无患子目,属于,
牛油果,樟科,属于,
牛油果,鳄梨属,属于,
牛油果,牛油果,属于,
牛油果,种仁富含脂肪,含有,
牛油果,为重要食用油,含有,
牛油果,重要的工矿用油,含有,
牛油果,又可制人造黄油,含有,
红厚壳,植物界,属于,
红厚壳,被子植物门,属于,
红厚壳,双子叶植物纲,属于,
红厚壳,侧膜胎座目,属于,
红厚壳,红厚壳科,属于,
红厚壳,红厚壳属,属于,
红厚壳,红厚壳,属于,
红厚壳,种子含油量20-30%,含有,
红厚壳,种仁含油量为50-60%,含有,
红厚壳,油可供工业用,含有,
红厚壳,加工后有多种用途。,含有,
方榄,植物界,属于,
方榄,被子植物门,属于,
方榄,双子叶植物纲,属于,
方榄,无患子目,属于,
方榄,橄榄科,属于,
方榄,橄榄属,属于,
方榄,方榄,属于,
方榄,果实可食用。种子油可用于制作肥皂或作为润滑油。木材用途与橄榄相似。,含有,
滇榄,植物界,属于,
滇榄,被子植物门,属于,
滇榄,双子叶植物纲,属于,
滇榄,无患子目,属于,
滇榄,橄榄科,属于,
滇榄,橄榄属,属于,
滇榄,滇榄,属于,
滇榄,果实可生食。种子可榨取油脂。树脂棕褐色,含有,
滇榄,状如松脂,含有,
滇榄,可通过人工方法加工利用。,含有,
美国山核桃,植物界,属于,
美国山核桃,被子植物门,属于,
美国山核桃,双子叶植物纲,属于,
美国山核桃,胡桃目,属于,
美国山核桃,胡桃科,属于,
美国山核桃,山核桃属,属于,
美国山核桃,美国山核桃,属于,
美国山核桃,果仁（即种子）富含油脂,含有,
美国山核桃,可供食用。,含有,
越南山核桃,植物界,属于,
越南山核桃,被子植物门,属于,
越南山核桃,双子叶植物纲,属于,
越南山核桃,胡桃目,属于,
越南山核桃,胡桃科,属于,
越南山核桃,山核桃属,属于,
越南山核桃,越南山核桃,属于,
越南山核桃,果仁含油脂,含有,
越南山核桃,可供食用。模式标本采自越南北部。,含有,
毛樱桃,植物界,属于,
毛樱桃,被子植物门,属于,
毛樱桃,双子叶植物纲,属于,
毛樱桃,蔷薇目,属于,
毛樱桃,蔷薇科,属于,
毛樱桃,李属,属于,
毛樱桃,毛樱桃,属于,
毛樱桃,种仁含油率高约为43%,含有,
蝴蝶果,植物界,属于,
蝴蝶果,被子植物门,属于,
蝴蝶果,双子叶植物纲,属于,
蝴蝶果,无患子目,属于,
蝴蝶果,七叶树科（或根据最新分类可能有所变动）,属于,
蝴蝶果,蝴蝶果属,属于,
蝴蝶果,蝴蝶果,属于,
蝴蝶果,种子含丰富的淀粉和油,含有,
蝴蝶果,煮熟并除去胚后可食用；木材适做家具,含有,
笋瓜,植物界,属于,
笋瓜,被子植物门,属于,
笋瓜,双子叶植物纲,属于,
笋瓜,葫芦目,属于,
笋瓜,葫芦科,属于,
